CODMUN,total_obito,obito_hospital,obito_estab_saude,obito_domicilio,sim_media_peso,qtd_filho_morto,qtd_filho_vivo,sexo_masculino,sexo_feminino,gravidez_unica,gravidez_dupla,gravidez_tripla,esc_0,esc_1,esc_2,esc_3,esc_4,esc_5,parto_vaginal,parto_cesario,raca_branca,raca_preta,raca_amarela,raca_parda,raca_indigena,idade_mae,num_estabelecimentos,total_nascimento,nascimento_hospital,nascimento_estab_saude,nascimento_domicilio,media_consultas,sinasc_media_peso,kotelchuck_1,kotelchuck_2,kotelchuck_3,kotelchuck_4,kotelchuck_5,total_geral,frac_obito_geral
411155,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1,1.0,0.0,1.0,0.0,11.0,3245.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
411170,0.0,0.0,0.0,0.0,,0.29545454545454547,1.1818181818181819,0.5681818181818182,0.4318181818181818,1.0,0.0,0.0,0.022727272727272728,0.0,0.1590909090909091,0.5909090909090909,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.8863636363636364,0.7727272727272727,0.022727272727272728,0.0,0.20454545454545456,0.0,27.272727272727273,2,44.0,1.0,0.0,0.0,10.977272727272727,3414.5454545454545,0.0,0.0,0.0,0.0,1.0,44.0,0.0
411180,4.0,0.75,0.0,0.25,2634.3333333333335,0.26900584795321636,1.1754385964912282,0.5346260387811634,0.46537396121883656,0.9889196675900277,0.008310249307479225,0.0,0.00554016620498615,0.0110803324099723,0.16620498614958448,0.5484764542936288,0.06371191135734072,0.14681440443213298,0.12188365650969529,0.8753462603878116,0.5789473684210527,0.038781163434903045,0.0,0.3684210526315789,0.0,26.90223463687151,1,357.0,0.9971988795518207,0.0,0.0,11.27859237536657,3216.621848739496,0.014005602240896359,0.14565826330532214,0.022408963585434174,0.014005602240896359,0.7563025210084033,361.0,0.0110803324099723
411190,0.0,0.0,0.0,0.0,,0.8,2.3,0.8,0.2,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,26.8,1,10.0,0.9,0.0,0.0,6.25,3099.0,0.1,0.2,0.1,0.0,0.2,10.0,0.0
411200,1.0,0.0,0.0,1.0,2460.0,0.14878892733564014,1.1176470588235294,0.47586206896551725,0.5241379310344828,0.9793103448275862,0.0034482758620689655,0.0,0.0,0.041379310344827586,0.16206896551724137,0.6620689655172414,0.06206896551724138,0.06896551724137931,0.21379310344827587,0.7793103448275862,0.8448275862068966,0.010344827586206896,0.0,0.13793103448275862,0.0,25.513793103448275,1,289.0,0.9896193771626297,0.0,0.006920415224913495,9.414545454545454,3180.59169550173,0.006920415224913495,0.25259515570934254,0.010380622837370242,0.01730103806228374,0.6470588235294118,290.0,0.0034482758620689655
411210,0.0,0.0,0.0,0.0,,0.17857142857142858,0.8392857142857143,0.42105263157894735,0.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.19298245614035087,0.6491228070175439,0.05263157894736842,0.08771929824561403,0.12280701754385964,0.8771929824561403,0.7368421052631579,0.017543859649122806,0.0,0.24561403508771928,0.0,24.50877192982456,2,57.0,0.9649122807017544,0.017543859649122806,0.017543859649122806,10.017543859649123,3269.0526315789475,0.0,0.2982456140350877,0.0,0.017543859649122806,0.6842105263157895,57.0,0.0
411220,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0,1.0,0.0,0.0,1.0,0.0,3500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
411240,0.0,0.0,0.0,0.0,,0.125,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.625,0.0,1.0,0.875,0.0,0.0,0.125,0.0,29.75,1,8.0,1.0,0.0,0.0,8.875,3805.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
411250,0.0,0.0,0.0,0.0,,0.13793103448275862,0.8160919540229885,0.5161290322580645,0.4838709677419355,0.989247311827957,0.0,0.0,0.0,0.03225806451612903,0.10752688172043011,0.6344086021505376,0.03225806451612903,0.12903225806451613,0.053763440860215055,0.9354838709677419,0.7956989247311828,0.010752688172043012,0.0,0.16129032258064516,0.0,25.50537634408602,1,93.0,1.0,0.0,0.0,10.076086956521738,3212.8172043010754,0.0,0.06451612903225806,0.010752688172043012,0.021505376344086023,0.8924731182795699,93.0,0.0
411275,0.0,0.0,0.0,0.0,,0.0851063829787234,1.4042553191489362,0.5319148936170213,0.46808510638297873,1.0,0.0,0.0,0.0,0.0,0.2978723404255319,0.6382978723404256,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.9361702127659575,0.5319148936170213,0.02127659574468085,0.0,0.425531914893617,0.0,26.80851063829787,1,47.0,1.0,0.0,0.0,8.638297872340425,3254.9574468085107,0.0,0.10638297872340426,0.02127659574468085,0.0,0.8723404255319149,47.0,0.0
411280,2.0,0.0,0.0,0.5,2870.0,0.24324324324324326,1.3513513513513513,0.4473684210526316,0.5526315789473685,1.0,0.0,0.0,0.0,0.02631578947368421,0.13157894736842105,0.5526315789473685,0.05263157894736842,0.21052631578947367,0.2894736842105263,0.6842105263157895,0.8421052631578947,0.02631578947368421,0.0,0.07894736842105263,0.0,30.473684210526315,1,36.0,0.9722222222222222,0.027777777777777776,0.0,9.583333333333334,3152.222222222222,0.0,0.1111111111111111,0.05555555555555555,0.027777777777777776,0.7777777777777778,38.0,0.05263157894736842
411295,0.0,0.0,0.0,0.0,,0.0,3.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,30.0,1,2.0,0.0,0.5,0.0,12.0,3555.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
411300,0.0,0.0,0.0,0.0,,0.2727272727272727,0.36363636363636365,0.7272727272727273,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.7272727272727273,0.0,0.09090909090909091,0.0,1.0,0.6363636363636364,0.0,0.0,0.36363636363636365,0.0,24.818181818181817,1,11.0,1.0,0.0,0.0,9.0,3515.909090909091,0.0,0.0,0.0,0.0,1.0,11.0,0.0
411310,0.0,0.0,0.0,0.0,,0.2,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4,0.06666666666666667,0.4,0.06666666666666667,0.9333333333333333,0.7333333333333333,0.0,0.0,0.2,0.0,27.533333333333335,1,15.0,1.0,0.0,0.0,12.071428571428571,3391.3333333333335,0.0,0.0,0.0,0.0,0.9333333333333333,15.0,0.0
411320,2.0,0.0,1.0,0.0,451.0,,,0.5034013605442177,0.4965986394557823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36054421768707484,0.6394557823129252,0.006802721088435374,0.0,0.0,0.0022675736961451248,0.0,26.84580498866213,1,439.0,0.002277904328018223,0.9977220956719818,0.0,,3231.8268792710705,0.0,0.0,0.0,0.0,0.0,441.0,0.0045351473922902496
411330,4.0,1.0,0.0,0.0,2027.5,0.17969661610268378,1.0315052508751459,0.5023310023310024,0.4976689976689977,0.9953379953379954,0.002331002331002331,0.0,0.0011655011655011655,0.022144522144522144,0.2191142191142191,0.5431235431235432,0.06993006993006994,0.14335664335664336,0.34265734265734266,0.6561771561771562,0.8426573426573427,0.0011655011655011655,0.0011655011655011655,0.08857808857808858,0.05827505827505827,26.575757575757574,2,854.0,0.9824355971896955,0.01053864168618267,0.00234192037470726,10.300469483568076,3233.083138173302,0.00234192037470726,0.117096018735363,0.03161592505854801,0.03278688524590164,0.8138173302107728,858.0,0.004662004662004662
411345,0.0,0.0,0.0,0.0,,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.666666666666668,1,3.0,0.3333333333333333,0.3333333333333333,0.0,11.0,2186.6666666666665,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.0
411350,2.0,1.0,0.0,0.0,2700.0,0.22377622377622378,0.9696969696969697,0.5534883720930233,0.44651162790697674,0.9930232558139535,0.004651162790697674,0.0,0.0,0.01627906976744186,0.14651162790697675,0.5627906976744186,0.06976744186046512,0.20232558139534884,0.10930232558139535,0.8883720930232558,0.4883720930232558,0.011627906976744186,0.0,0.47674418604651164,0.002325581395348837,26.92773892773893,2,428.0,1.0,0.0,0.0,9.27699530516432,3140.978971962617,0.002336448598130841,0.0911214953271028,0.0397196261682243,0.0397196261682243,0.8200934579439252,430.0,0.004651162790697674
411360,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1,1.0,0.0,1.0,0.0,10.0,2288.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
